,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,cut_value
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1783.6394672603096,1
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5394.897473364526,0
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6088.230079421493,0
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,871.4261832169104,0
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4912.84383003151,0
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,6847.283177691657,1
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2302.3672883989975,1
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,12488.808878793057,0
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,669.1347636287319,0
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1356.4542775450718,0
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,11595.117230281607,0
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,814.3389449732858,0
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1287.4977925506355,0
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,880.9404079804626,0
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4146.935839969107,1
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1343.273695032618,1
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,426.0536226355907,0
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,6424.228643754712,0
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,671.6006429375484,0
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7170.065836064743,0
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,732.7335808853677,0
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,16108.13025270219,0
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6028.353128167378,0
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5316.138721196869,0
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,750.4466622094224,0
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,13740.98950412526,0
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,936.9995151966541,0
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,552.9565381712346,0
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,63.529844878108634,0
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,572.6381907882605,0
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1280.1457995285928,1
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1349.3318693664623,0
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,991.5304276607421,0
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4843.029843323848,0
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1120.0025952866708,0
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1532.2281547925631,0
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,6776.681049885563,0
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,838.7122872487016,0
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5965.8971560223,0
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,4642.729075053943,0
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2159.9152958944615,0
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1164.106267724208,0
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1756.4134891691574,0
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,813.5993319832705,0
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,4422.541786597254,0
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11996.169535745707,0
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,450.1612576528023,0
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,14025.72040903972,0
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2624.524538254096,0
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1227.54788275194,0
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,588.3032788408018,0
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1075.7383335285049,0
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6613.135149255786,1
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,416.55571963835973,0
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,9202.917183519901,0
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,684.0979370549103,0
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,11922.19720532234,0
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4348.974389047147,0
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1787.3976216909687,0
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,6914.057910907923,0
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,713.6940609845406,0
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1182.9333663904436,0
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1488.7999198638718,0
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,684.1717670533653,0
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,967.1221878635333,1
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,883.3316595569304,0
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4686.465487907519,0
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8536.082177763976,0
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5888.9285565073515,0
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,946.163434259026,0
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1781.0161423929367,0
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,13210.512725940906,0
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,731.6770733252597,0
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,568.0748419300908,0
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,15655.493202863927,0
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,4993.228496064905,0
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,748.5795777928142,1
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,5463.047045898602,0
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,6718.366813986269,1
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5948.500204122525,0
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5261.233691104782,0
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,774.0651218686544,0
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2183.1072475157816,1
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10963.995292199521,0
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2341.5105962002817,0
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6720.137775709485,0
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6980.015340025388,1
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5335.501104512936,0
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3976.901390961386,0
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8439.478084160444,0
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9170.826200826192,0
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1542.841596197235,0
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,387.28306619236537,1
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4624.775631611679,0
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,921.6938950874974,1
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,692.4736651376952,0
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,903.8020170409218,0
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,7113.660654565007,0
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,14468.371347067754,0
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4744.898663812648,0
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,11619.136453773473,0
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1439.1703472002773,0
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1392.8777855317057,0
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,630.1718764670222,0
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,6396.3260547378395,0
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,381.9414064707671,0
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1360.9134701414223,0
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7499.77934218902,0
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,919.1265538739935,0
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,666.8612669033027,0
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5341.407871801312,0
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9833.245413492601,0
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1478.429066077595,0
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,655.700095474167,0
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9418.411527989476,0
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7501.607752717882,0
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,781.9870627711462,0
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,963.2451285838215,0
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9326.253437073177,0
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,815.1072105520216,0
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,10706.012364957413,0
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5412.8959706673595,1
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5997.780577188509,0
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,16797.279909553403,0
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4299.193200856338,0
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6378.712824326281,0
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,751.6807054670426,0
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2376.769246306696,0
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,649.6329464726477,1
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4568.715007598614,0
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3472.569095033654,0
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3501.412721613673,1
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,754.5013421411277,0
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,11242.1747827458,1
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4343.071434626789,0
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,998.3302127808711,0
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3314.0001235503914,0
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3409.9047500009037,0
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,14934.70576342924,0
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10270.413793549327,0
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2102.039968738143,0
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1686.5719829757873,0
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,11345.417518107824,0
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,827.9922321323247,0
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9961.328353366578,0
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3718.4452891328474,0
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11303.045032711103,0
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,808.3548385355934,0
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1346.9089247746888,0
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,3876.0642516072785,1
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1112.011164308864,1
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1628.4167783230005,0
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,4044.2494152730324,0
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7666.635580748654,0
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5302.579666592044,0
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5298.982833967468,0
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2930.5371652800786,0
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9582.528880434063,0
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,14639.941660455832,0
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,20.544662125616014,0
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,661.6047517241605,0
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1539.7304766155867,0
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,876.2016932063998,0
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,762.6481029149145,0
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3231.879173435187,1
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1343.596527719852,1
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4353.9933153063175,0
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10494.653967899925,1
1265,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3886.2559176852374,0
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1319.663961025035,0
1267,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6826.622006333473,1
1268,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6795.724149394824,0
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,744.7575705709714,0
1270,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2934.715665082411,0
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,792.6081889304551,0
1272,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3410.437188778469,0
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5729.609098352237,0
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,686.0774179723012,0
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1069.3695411938752,0
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,4228.449511028077,0
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2266.9647913671433,0
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,1039.0943243808906,0
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7485.557473718436,0
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,785.9903767066353,0
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,947.93438806638,0
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,8154.440081153109,0
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,915.1244668138934,0
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7421.296958153318,0
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5438.076434365896,0
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,14315.70271502147,1
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2257.288925333556,0
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,888.4800144942565,1
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1313.2757555061617,0
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,561.7886233916943,0
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,6525.065256317595,0
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3520.129354358094,0
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,749.287904232333,0
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,785.2691937833843,1
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,720.5636268350572,0
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,2972.072450985095,0
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5527.319231983758,0
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,640.5883863814815,0
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,11751.090525060743,0
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1825.599900395002,0
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,603.7131365852765,0
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1664.665706604981,0
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,737.549513373051,0
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4996.107993537691,1
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3740.1553212777217,0
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5790.000973921666,0
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2491.595206375019,0
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1971.8505035948401,0
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,11090.973894752005,0
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,3475.8429403142945,0
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1654.1141332922998,0
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4394.795430427916,0
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,5096.069628495039,0
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2433.403512109253,0
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,3791.109759660976,1
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3001.9733348399714,0
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2136.6355907732795,0
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,12357.737925710753,0
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15081.974527411141,0
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,8432.815715554982,0
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2325.5529903000097,0
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5429.530302008763,0
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1311.1991507248458,0
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,14382.45422924667,0
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,824.8093887474242,0
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1489.6760703932778,0
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,11148.350158132307,0
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,217.06950691196107,0
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1467.6774197866362,0
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,3738.4871977273324,0
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,709.5203711823888,0
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,2978.5278139282163,0
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4515.781522681005,0
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6120.381180006378,0
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,6589.149000455529,0
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6772.768913224914,0
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6067.13203870034,0
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5414.726826218899,0
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,716.0335485786345,0
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,14983.844347667766,0
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,736.1395805610518,0
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,396.1391325944205,0
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5006.265752899679,0
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2647.882036652467,0
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,546.7312744799419,0
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1755.6696792634775,0
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2586.7528926124323,0
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2202.428367140299,0
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2000.2887091639022,0
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,838.1458381128214,0
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4589.709917159751,0
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,751.2181983508017,0
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1524.9993404162524,0
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5049.737155244402,0
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1230.5618935835446,0
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,881.294267680445,0
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,790.232488433503,0
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,13997.097039497694,0
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,903.8971400702576,0
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3441.973046082945,0
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,777.2660178787482,0
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4095.5845184822647,0
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1808.3864262875031,1
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,5934.28520657805,0
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1382.9400314441864,0
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1627.757914276357,0
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3326.106518618639,1
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2408.74035979763,0
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2526.8008154580275,0
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,791.2640860163374,0
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,678.9261140346571,0
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,694.5043213804311,0
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4422.651807864266,0
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,8708.33031138642,0
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,12373.10366882517,0
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1456.8978551526234,0
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,222.73945271438424,0
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,10244.414622390374,0
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,726.5428434688802,0
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,776.8138114652938,0
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,6190.704784383655,0
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,942.7695539150372,0
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,978.1916956012647,0
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3768.542226572361,0
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10691.183106825232,0
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6729.357121448429,0
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,721.6516247130494,0
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2329.268716345967,0
